公司_规范,集团,分类,记录数,原始名称数,城市数,城市,平均上班,平均下班,平均工时,评分,等级,备注数
中国知网,中国知网,互联网,1,1,1,北京,08:30,17:30,9.0,94.0,舒适,1
中国科学院信息工程研究所,中国科学院信息工程研究所,其他,1,1,1,北京,09:00,09:00,,,数据不足,1
中国科学院化学研究所,中国科学院化学研究所,其他,1,1,1,北京,08:30,11:30,3.0,100.0,舒适,0
施南传媒,施南传媒,互联网,1,1,1,恩施,09:00,18:00,9.0,86.4,舒适,1
星动互娱,星动互娱,互联网,1,1,1,厦门,08:40,18:00,9.3,89.6,舒适,0
星展银行,星展银行,金融,1,1,1,上海,09:30,18:00,8.5,96.8,舒适,1
星巴克,星巴克,其他,1,1,1,上海,09:30,17:30,8.0,100.0,舒适,1
星毅进出口,星毅进出口,其他,1,1,1,宁波,09:00,17:00,8.0,98.7,舒适,0
星网天合（锐捷子公司）,星网天合（锐捷子公司）,其他,1,1,1,福州,09:00,18:30,9.5,87.0,舒适,1
无锡华通智能交通技术,无锡华通智能交通技术,其他,1,1,1,无锡,08:30,20:00,11.5,53.3,偏卷,1
无锡尚佰环球电子商务,无锡尚佰环球电子商务,其他,1,1,1,无锡,08:30,17:30,9.0,86.5,舒适,0
无限链接科技,无限链接科技,互联网,1,1,1,东莞,08:30,18:00,9.5,84.9,良好,1
早道网校,早道网校,互联网,1,1,1,大连,08:30,17:30,9.0,88.0,舒适,1
时代,时代,互联网,1,1,1,成都,09:00,18:00,9.0,92.4,舒适,1
时代嘉道,时代嘉道,互联网,1,1,1,上海,09:30,18:30,9.0,91.4,舒适,0
时时同云（成都）有限公司武汉,时时同云（成都）有限公司武汉,互联网,1,1,1,武汉,09:00,21:00,12.0,44.0,偏卷,0
昆仑万维,昆仑万维,其他,1,1,1,北京,10:00,21:30,11.5,46.2,偏卷,1
新瑞鹏,新瑞鹏,其他,1,1,1,深圳,08:30,18:00,9.5,83.4,良好,1
新生植发,新生植发,其他,1,1,1,南京,08:00,19:00,11.0,56.6,一般,1
新疆喀什地区政府部门,新疆喀什地区政府部门,其他,1,1,1,,11:00,19:00,8.0,83.5,良好,1
易流科技,易流科技,互联网,1,1,1,西安,08:00,18:00,10.0,83.4,良好,1
易联众,易联众,互联网,1,1,1,厦门,09:30,18:05,8.6,95.8,舒适,0
易赛诺（杭州）科技,易赛诺（杭州）科技,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,1
星云海数字科技,星云海数字科技,互联网,1,1,1,武汉,08:30,18:00,9.5,81.9,良好,0
中国联合网络通信有限公司广州市,中国联合网络通信有限公司广州市,互联网,1,1,1,广州,08:30,17:30,9.0,86.5,舒适,0
中国能建,中国能建,其他,1,1,1,天津,07:30,09:30,2.0,100.0,舒适,1
中国航信,中国航信,互联网,1,1,1,重庆,09:00,17:30,8.5,95.5,舒适,1
中国建筑第八工程局钢结构工程,中国建筑第八工程局钢结构工程,其他,1,1,1,天津,08:00,18:00,10.0,77.4,良好,1
中国建筑第八工程局青岛发展建设,中国建筑第八工程局青岛发展建设,其他,1,1,1,总公司青岛,08:00,,,,数据不足,1
中国建筑第四工程局,中国建筑第四工程局,其他,1,1,1,广州,07:30,18:00,10.5,64.2,一般,0
中国搜索,中国搜索,互联网,1,1,1,北京,08:00,09:00,1.0,100.0,舒适,1
中国有赞,中国有赞,互联网,1,1,1,杭州,09:30,18:00,8.5,96.8,舒适,1
中国核电,中国核电,其他,1,1,1,,07:20,18:00,10.7,69.0,一般,0
中国水利水电第五工程局,中国水利水电第五工程局,其他,1,1,1,重庆,08:00,09:00,1.0,100.0,舒适,1
中国测绘研究院地理信息技术中心,中国测绘研究院地理信息技术中心,其他,1,1,1,杭州,08:00,17:00,9.0,89.7,舒适,1
中国消防救援,中国消防救援,其他,1,1,1,东南沿海发达省份,00:00,00:00,,,数据不足,0
智维数科,智维数科,其他,1,1,1,长沙,09:30,18:30,9.0,91.4,舒适,0
智芯,智芯,其他,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,1
曦恩网络科技,曦恩网络科技,互联网,1,1,1,广州,09:30,21:00,11.5,54.4,偏卷,1
曹操,曹操,互联网,1,1,1,杭州,09:30,18:30,9.0,91.4,舒适,0
曹操出行,曹操出行,其他,1,1,1,杭州,09:30,21:00,11.5,54.4,偏卷,1
星辉娱乐,星辉娱乐,互联网,1,1,1,广州,09:00,18:00,9.0,92.4,舒适,0
星辉游戏,星辉游戏,互联网,1,1,1,广州,09:30,18:30,9.0,91.4,舒适,1
晋江文旅,晋江文旅,其他,1,1,1,泉州,08:00,17:30,9.5,86.6,舒适,1
普华咨询,普华咨询,外企,1,1,1,上海,08:30,19:00,10.5,67.1,一般,1
普华永道中天会计师事务所（PwC）,普华永道中天会计师事务所（PwC）,其他,1,1,1,上海,09:30,10:30,1.0,100.0,舒适,1
普华永道信息技术,普华永道信息技术,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
普华永道信息技术（上海）,普华永道信息技术（上海）,互联网,1,1,1,上海,10:00,18:00,8.0,100.0,舒适,1
景旺电子,景旺电子,其他,1,1,1,,08:00,21:30,13.5,29.6,很卷,1
明源云（云链）,明源云（云链）,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
易佰网络,易佰网络,互联网,1,1,1,深圳,09:00,18:00,9.0,87.9,舒适,1
易帆互动,易帆互动,互联网,1,1,1,深圳,09:30,18:30,9.0,87.0,舒适,0
中国城市规划设计研究院,中国城市规划设计研究院,其他,1,1,1,北京,09:00,21:00,12.0,44.0,偏卷,1
中国外运华南,中国外运华南,其他,1,1,1,广州,08:18,17:18,9.0,90.5,舒适,1
中国外运四川,中国外运四川,其他,1,1,1,成都,09:00,17:00,8.0,98.7,舒适,1
中国太平洋保险,中国太平洋保险,金融,1,1,1,上海,09:00,17:00,8.0,98.7,舒适,0
未来电视,未来电视,互联网,1,1,1,天津,09:00,18:30,9.5,87.0,舒适,1
朴朴,朴朴,互联网,1,1,1,福州,09:00,20:00,11.0,56.3,一般,0
杏林,杏林,互联网,1,1,1,杭州,08:30,20:30,12.0,46.4,偏卷,1
材料科学姑苏实验室,材料科学姑苏实验室,其他,1,1,1,苏州,08:30,19:00,10.5,67.1,一般,0
村田制作所,村田制作所,外企,1,1,1,深圳,07:45,16:15,8.5,88.4,舒适,1
景瑞地产,景瑞地产,其他,1,1,1,武汉,08:30,17:30,9.0,85.0,舒适,1
景顺长城基金,景顺长城基金,金融,1,1,1,深圳,08:30,20:00,11.5,56.3,一般,0
晶晨半导体,晶晨半导体,其他,1,1,1,深圳,10:00,10:00,,,数据不足,0
智加科技,智加科技,互联网,1,1,1,苏州,10:00,18:00,8.0,100.0,舒适,1
智慧树,智慧树,互联网,1,1,1,上海,08:00,19:00,11.0,62.6,一般,0
智慧芽,智慧芽,互联网,1,1,1,苏州,09:30,18:00,8.5,96.8,舒适,1
智明星通/Elex,智明星通/Elex,互联网,1,1,1,北京,09:30,18:30,9.0,91.4,舒适,0
中国光大银行总行,中国光大银行总行,金融,1,1,1,北京,08:30,,,,数据不足,1
杭州大厦,杭州大厦,其他,1,1,1,杭州,09:00,17:30,8.5,95.5,舒适,0
杭州宋小菜,杭州宋小菜,互联网,1,1,1,杭州,09:30,19:00,9.5,86.1,舒适,0
曼秀雷敦,曼秀雷敦,外企,1,1,1,广州,10:00,18:00,8.0,100.0,舒适,0
有门互动,有门互动,其他,1,1,1,上海,11:00,17:00,6.0,100.0,舒适,0
朗冠广告公司,朗冠广告公司,其他,1,1,1,上海,10:15,18:30,8.2,96.5,舒适,0
朗坤智慧科技,朗坤智慧科技,互联网,1,1,1,南京,08:30,18:00,9.5,81.9,良好,0
望尘科技,望尘科技,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
木鸟民宿,木鸟民宿,其他,1,1,1,石家庄,08:50,18:30,9.7,85.3,舒适,1
中国燃气,中国燃气,其他,1,1,1,,08:00,18:00,10.0,83.4,良好,1
中国华电科工,中国华电科工,其他,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,0
中国华能,中国华能,其他,1,1,1,北京,08:15,20:00,11.8,50.7,偏卷,0
中国四维,中国四维,其他,1,1,1,北京,08:15,17:30,9.2,89.1,舒适,0
中国四维测绘技术,中国四维测绘技术,其他,1,1,1,永丰,08:00,17:00,9.0,85.2,舒适,0
中国国际金融,中国国际金融,金融,1,1,1,北京,,,,,数据不足,0
中国城市建设研究院,中国城市建设研究院,其他,1,1,1,北京,09:30,17:00,7.5,100.0,舒适,1
杭州中赛实业,杭州中赛实业,其他,1,1,1,杭州,09:00,18:00,9.0,87.9,舒适,1
杭州中软安人网络通信,杭州中软安人网络通信,其他,1,1,1,杭州,08:30,17:30,9.0,91.0,舒适,1
杭州乒乓智慧技术,杭州乒乓智慧技术,互联网,1,1,1,杭州,09:30,20:30,11.0,59.8,一般,0
杭州优工品科技,杭州优工品科技,互联网,1,1,1,杭州,09:00,21:00,12.0,44.0,偏卷,0
杭州信驰紧固件,杭州信驰紧固件,其他,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
杭州兑吧,杭州兑吧,互联网,1,1,1,成都,09:30,20:30,11.0,59.8,一般,1
杭州六品文化创意,杭州六品文化创意,互联网,1,1,1,杭州,08:45,17:45,9.0,88.7,舒适,1
杭州华田科技,杭州华田科技,互联网,1,1,1,杭州,09:00,20:30,11.5,49.4,偏卷,0
杭州友华通信设计,杭州友华通信设计,其他,1,1,1,德州,08:00,18:00,10.0,80.4,良好,1
中国建筑一局,中国建筑一局,其他,1,1,1,济南,07:30,18:00,10.5,58.2,一般,0
中国建筑第二工程局,中国建筑第二工程局,其他,1,1,1,珠海,08:00,18:00,10.0,71.4,良好,1
中国建筑第八工程局,中国建筑第八工程局,其他,1,1,1,上海,08:00,17:30,9.5,80.6,良好,0
中国中铁,中国中铁,其他,1,1,1,全国工地,07:20,18:30,11.2,51.6,偏卷,0
中国二十冶,中国二十冶,其他,1,1,1,,08:00,21:00,13.0,29.0,很卷,1
中国人保,中国人保,金融,1,1,1,,08:30,21:00,12.5,41.0,偏卷,1
中国人寿研发中心,中国人寿研发中心,互联网,1,1,1,北京,09:00,17:00,8.0,98.7,舒适,0
中关村在线 ZOL,中关村在线 ZOL,互联网,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,1
杭州百腾教育科技,杭州百腾教育科技,互联网,1,1,1,杭州,14:00,17:00,3.0,100.0,舒适,1
杭州益眼信息科技,杭州益眼信息科技,互联网,1,1,1,杭州,09:00,19:00,10.0,81.6,良好,0
杭州研一智控科技,杭州研一智控科技,互联网,1,1,1,杭州,08:30,20:00,11.5,56.3,一般,1
杭州秦晋餐饮管理,杭州秦晋餐饮管理,其他,1,1,1,杭州,09:00,22:00,13.0,33.2,很卷,0
杭州老板电器,杭州老板电器,其他,1,1,1,杭州,09:00,19:00,10.0,81.6,良好,1
杭州小鹿柯基网络科技,杭州小鹿柯基网络科技,互联网,1,1,1,杭州,10:00,18:00,8.0,88.0,舒适,0
杭州市规划设计研究院,杭州市规划设计研究院,其他,1,1,1,杭州,08:30,22:00,13.5,31.7,很卷,1
杭州广立微,杭州广立微,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,1
杭州房象科技,杭州房象科技,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
杭州推宝网络科技,杭州推宝网络科技,互联网,1,1,1,杭州,09:00,18:30,9.5,87.0,舒适,0
杭州昊美科技,杭州昊美科技,互联网,1,1,1,南京,09:00,18:00,9.0,92.4,舒适,0
杭州星狮达科技,杭州星狮达科技,互联网,1,1,1,杭州,09:00,18:00,9.0,87.9,舒适,1
杭州智云健康咨询管理,杭州智云健康咨询管理,互联网,1,1,1,杭州,10:00,21:00,11.0,57.6,一般,0
杭州每刻科技,杭州每刻科技,其他,1,1,1,杭州,09:00,21:00,12.0,50.0,偏卷,1
杭州每日互动网络科技,杭州每日互动网络科技,互联网,1,1,1,杭州,09:00,20:00,11.0,60.8,一般,0
杭州汇诚知识产权代理,杭州汇诚知识产权代理,其他,1,1,1,杭州,,,,,数据不足,0
杭州沃土教育科技,杭州沃土教育科技,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
杭州海兴电力,杭州海兴电力,其他,1,1,1,武汉,08:00,17:00,9.0,89.7,舒适,1
杭州涂鸦,杭州涂鸦,互联网,1,1,1,杭州,09:00,21:00,12.0,44.0,偏卷,0
杭州涂鸦科技,杭州涂鸦科技,互联网,1,1,1,杭州,09:30,20:00,10.5,65.2,一般,0
杭州滨江一兆韦德,杭州滨江一兆韦德,其他,1,1,1,杭州,10:00,22:00,12.0,58.8,一般,1
杭州火蝠电子商务,杭州火蝠电子商务,互联网,1,1,1,杭州,09:20,18:20,9.0,85.8,舒适,1
杭州灵鹭科技,杭州灵鹭科技,互联网,1,1,1,杭州,09:00,21:00,12.0,45.5,偏卷,1
杭州玉尊软件有限公司（游戏公国）,杭州玉尊软件有限公司（游戏公国）,其他,1,1,1,杭州,10:00,19:00,9.0,89.2,舒适,1
杭州电魂网络科技,杭州电魂网络科技,互联网,1,1,1,杭州,09:15,21:00,11.8,45.9,偏卷,0
中国农业银行研发中心,中国农业银行研发中心,互联网,1,1,1,天津,08:18,17:18,9.0,90.5,舒适,0
中国出口信用保险公司,中国出口信用保险公司,金融,1,1,1,北京,09:00,17:30,8.5,95.5,舒适,1
中国化学第三建设,中国化学第三建设,其他,1,1,1,合肥,07:00,18:00,11.0,55.1,一般,1
中国医学论坛报,中国医学论坛报,其他,1,1,1,北京,10:00,20:00,10.0,66.4,一般,1
中信消金,中信消金,互联网,1,1,1,北京,09:00,18:30,9.5,87.0,舒适,0
中信银行信用卡中信,中信银行信用卡中信,其他,1,1,1,深圳,09:00,17:30,8.5,92.5,舒适,1
柏楚电子,柏楚电子,互联网,1,1,1,上海,09:00,18:00,9.0,87.9,舒适,1
柳州联顺戴克雷汽车部件,柳州联顺戴克雷汽车部件,其他,1,1,1,柳州,08:30,17:30,9.0,100.0,舒适,1
标果工厂,标果工厂,互联网,1,1,1,成都,09:00,19:00,10.0,75.6,良好,1
株洲水务,株洲水务,其他,1,1,1,株洲,08:30,18:00,9.5,87.9,舒适,1
核桃编程,核桃编程,其他,1,1,1,北京,,07:00,,,数据不足,0
梦猷科技,梦猷科技,互联网,1,1,1,深圳,10:00,19:00,9.0,89.2,舒适,1
杭州袋虎 壹点灵,杭州袋虎 壹点灵,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
杭州金通互联科技,杭州金通互联科技,其他,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
杭州铭师堂,杭州铭师堂,其他,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
杭州雅顾科技,杭州雅顾科技,互联网,1,1,1,杭州,09:30,20:00,10.5,65.2,一般,0
杭州集航商贸服务,杭州集航商贸服务,互联网,1,1,1,杭州,08:18,17:18,9.0,90.5,舒适,0
杭州饱嗝电子商务,杭州饱嗝电子商务,其他,1,1,1,杭州,09:00,18:32,9.5,86.8,舒适,1
杭州高软科技,杭州高软科技,互联网,1,1,1,杭州,09:00,21:30,12.5,38.6,很卷,0
杭州鸿瀚科技,杭州鸿瀚科技,互联网,1,1,1,杭州,08:30,18:00,9.5,87.9,舒适,0
杭州龙骞科技,杭州龙骞科技,互联网,1,1,1,杭州,09:18,18:18,9.0,91.8,舒适,0
松果倾诉,松果倾诉,互联网,1,1,1,广州,09:00,18:30,9.5,87.0,舒适,1
中,中,金融,1,1,1,青岛,08:18,17:18,9.0,87.5,舒适,0
中交一公局第三,中交一公局第三,其他,1,1,1,重庆,08:00,23:30,15.5,4.2,很卷,1
中交二公院金思路科技,中交二公院金思路科技,互联网,1,1,1,武汉,08:30,20:00,11.5,50.3,偏卷,1
中交兴路,中交兴路,其他,1,1,1,北京,09:00,19:00,10.0,81.6,良好,0
中交第一航务工程局,中交第一航务工程局,其他,1,1,1,,08:00,22:00,14.0,18.2,很卷,0
中亿(深圳)科技信息,中亿(深圳)科技信息,其他,1,1,1,深圳,09:00,19:00,10.0,77.1,良好,0
正中珠江会计师事务所,正中珠江会计师事务所,其他,1,1,1,广州,09:00,22:00,13.0,27.2,很卷,1
正义网,正义网,其他,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,1
正大,正大,外企,1,1,1,,09:00,19:30,10.5,60.2,一般,1
正大天晴药业,正大天晴药业,外企,1,1,1,连云港,09:00,18:00,9.0,86.4,舒适,0
松鼠Ai,松鼠Ai,互联网,1,1,1,上海,09:30,19:00,9.5,86.1,舒适,1
极兔科技公司-云路,极兔科技公司-云路,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
极氪智能科技,极氪智能科技,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,1
极洲科技,极洲科技,金融,1,1,1,上海,09:30,22:00,12.5,37.7,很卷,0
极米科技,极米科技,其他,1,1,1,成都,10:00,21:32,11.5,50.6,偏卷,0
林氏木业,林氏木业,互联网,1,1,1,佛山,08:45,18:15,9.5,82.9,良好,1
武汉安邦致远科技,武汉安邦致远科技,互联网,1,1,1,武汉,09:00,18:00,9.0,86.4,舒适,1
棒谷,棒谷,互联网,1,1,1,广州,09:30,18:30,9.0,87.0,舒适,1
森途教育,森途教育,其他,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,1
欢乐扬帆FunFumla,欢乐扬帆FunFumla,互联网,1,1,1,北京,10:30,22:00,11.5,50.0,偏卷,0
欢聚时代/YY,欢聚时代/YY,互联网,1,1,1,广州,09:30,21:00,11.5,54.4,偏卷,1
欧普拉（北京）技术,欧普拉（北京）技术,互联网,1,1,1,北京,10:00,19:00,9.0,84.7,良好,0
欧瑞博,欧瑞博,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
欧莱雅,欧莱雅,外企,1,1,1,上海,10:30,19:00,8.5,95.4,舒适,1
中南建筑设计院,中南建筑设计院,其他,1,1,1,武汉,08:45,18:00,9.2,90.4,舒适,0
中原地产,中原地产,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
中国中化,中国中化,其他,1,1,1,上海,08:30,17:00,8.5,94.2,舒适,1
中国中车,中国中车,其他,1,1,1,长春,08:00,18:00,10.0,83.4,良好,0
东营市一中,东营市一中,其他,1,1,1,,06:05,22:00,15.9,11.0,很卷,1
东风柳州汽车,东风柳州汽车,其他,1,1,1,柳州,08:00,17:30,9.5,86.6,舒适,1
东风汽车,东风汽车,其他,1,1,1,武汉,08:30,17:30,9.0,85.0,舒适,1
东风设计研究院,东风设计研究院,其他,1,1,1,不好说,08:30,17:30,9.0,91.0,舒适,1
东方希望,东方希望,互联网,1,1,1,上海,08:00,08:00,,,数据不足,1
武汉领普科技,武汉领普科技,互联网,1,1,1,武汉,09:00,18:00,9.0,92.4,舒适,1
每天传媒,每天传媒,互联网,1,1,1,南京,09:00,,,,数据不足,1
正运动,正运动,其他,1,1,1,深圳,08:30,17:30,9.0,88.0,舒适,1
正部级政府部门,正部级政府部门,其他,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,1
步步高商业连锁,步步高商业连锁,其他,1,1,1,长沙,09:00,17:30,8.5,95.5,舒适,1
武大吉奥信息技术,武大吉奥信息技术,互联网,1,1,1,广州,09:00,18:00,9.0,95.4,舒适,0
武汉中原电子,武汉中原电子,其他,1,1,1,武汉,08:30,17:00,8.5,94.2,舒适,1
武汉中科生态,武汉中科生态,其他,1,1,1,武汉,08:30,12:00,3.5,100.0,舒适,0
武汉公务员,武汉公务员,其他,1,1,1,武汉,08:30,18:00,9.5,90.9,舒适,1
武汉动游,武汉动游,互联网,1,1,1,武汉,,,,,数据不足,0
武汉华创北斗,武汉华创北斗,互联网,1,1,1,武汉,08:30,20:30,12.0,44.9,偏卷,0
武汉华罗利,武汉华罗利,其他,1,1,1,武汉,09:00,17:18,8.3,90.8,舒适,0
武汉嘉铠汽车销售服务,武汉嘉铠汽车销售服务,其他,1,1,1,武汉,08:30,20:00,11.5,44.3,偏卷,0
武汉噢易云计算,武汉噢易云计算,互联网,1,1,1,武汉,08:30,17:30,9.0,91.0,舒适,1
武汉天喻信息,武汉天喻信息,互联网,1,1,1,武汉,08:45,17:15,8.5,94.8,舒适,1
永达传媒,永达传媒,其他,1,1,1,南京,08:30,19:00,10.5,62.6,一般,1
汇博信息科技,汇博信息科技,互联网,1,1,1,重庆,09:05,18:00,8.9,93.2,舒适,1
武汉康凯依科技,武汉康凯依科技,互联网,1,1,1,武汉,08:18,17:18,9.0,90.5,舒适,0
武汉慧联无限科技,武汉慧联无限科技,其他,1,1,1,武汉,09:00,18:30,9.5,82.5,良好,1
武汉扶摇网络科技,武汉扶摇网络科技,互联网,1,1,1,武汉,09:00,18:00,9.0,86.4,舒适,0
武汉禾苗信息科技,武汉禾苗信息科技,其他,1,1,1,武汉,08:50,20:30,11.7,47.7,偏卷,1
武汉维宙信息技术,武汉维宙信息技术,其他,1,1,1,武汉,09:00,18:00,9.0,92.4,舒适,1
武汉良仓科技,武汉良仓科技,互联网,1,1,1,武汉,09:00,18:00,9.0,92.4,舒适,0
中保车服,中保车服,互联网,1,1,1,深圳,09:00,18:00,9.0,87.9,舒适,0
中信出版,中信出版,其他,1,1,1,北京,08:45,17:15,8.5,94.8,舒适,1
中信建投,中信建投,金融,1,1,1,北京,08:00,19:00,11.0,59.6,一般,1
中信建投证券,中信建投证券,金融,1,1,1,,08:18,17:18,9.0,90.5,舒适,1
世邦工业科技,世邦工业科技,其他,1,1,1,上海,09:00,17:18,8.3,96.8,舒适,0
东亚前海证券,东亚前海证券,金融,1,1,1,北京,08:30,23:00,14.5,11.9,很卷,0
东北凯亚,东北凯亚,其他,1,1,1,沈阳,08:30,17:00,8.5,94.2,舒适,0
东奥教育,东奥教育,互联网,1,1,1,北京,,18:00,,,数据不足,0
毕马威,毕马威,外企,1,1,1,广州,09:45,18:00,8.2,94.2,舒适,1
毕马威华振会计师事务所,毕马威华振会计师事务所,外企,1,1,1,上海,08:30,13:00,4.5,100.0,舒适,0
民生银行杭州分行,民生银行杭州分行,金融,1,1,1,杭州,08:30,18:00,9.5,87.9,舒适,1
水利科学研究院,水利科学研究院,互联网,1,1,1,合肥,09:00,17:00,8.0,98.7,舒适,0
永辉,永辉,其他,1,1,1,北京,10:00,19:30,9.5,83.8,良好,1
东方证券承销保荐有限公司（东方证券投行）,东方证券承销保荐有限公司（东方证券投行）,金融,1,1,1,上海,09:00,17:00,8.0,94.2,舒适,0
东方金信,东方金信,互联网,1,1,1,北京,09:00,19:00,10.0,81.6,良好,0
东睦科达磁电,东睦科达磁电,其他,1,1,1,湖州,08:00,17:00,9.0,89.7,舒适,1
东莞怡和达,东莞怡和达,其他,1,1,1,东莞,08:00,18:00,10.0,80.4,良好,0
上海链家,上海链家,互联网,1,1,1,上海,09:00,,,,数据不足,0
上海韩创,上海韩创,互联网,1,1,1,上海,09:30,18:30,9.0,91.4,舒适,0
